Gene Symbol	KO1	KO2	KO3	KO4	KO5	WT1	WT2	WT3	WT4	WT5
Timm13	1985.4	1994.7	1568.2	2366.4	1712.9	1229.9	1478.5	2178.5	1384.5	1665.3
Ppard	346.7	353.3	212.5	530.7	284.9	176.4	372.7	591	241	246.9
Dmrtc1	65.7	59.6	57.6	90.8	93.5	46.1	56.3	76.4	51.7	50.5
H1-3	16190.9	16460.6	11022.2	19312	11132.6	10650.8	12455.3	16649.7	11498.5	11512.2
Lyve1	176.5	170.7	98	207.3	115	107.5	107.7	144.6	124.5	142.9
Lmnb2	4088.4	4704.7	3172.9	5839.1	3724.1	2741.3	3923.6	5174.6	3258.3	2999.9
Unc93b1	70.5	66.3	55.5	78.3	65	43	62.7	73.3	50.3	48.9
Hspa9	27080.1	27278.6	17367.2	35105.4	21686.4	16478	22117.6	33872.6	20597.3	17065.9
Atp5me	3092.8	3144.6	2305.5	3883.3	2320.9	1974.7	2550.9	4225.8	2235.3	2139.3
Caap1	122.4	117.1	100.5	153.9	131.8	81.6	107.8	159.1	97.6	107.4
Picalm	67.3	142.4	104.1	103.6	119.9	80.1	93.2	116.4	56	117.2
Mtdh	4952.7	5013.4	4033.3	6598.9	5215.5	3260.9	4139.6	6461.1	3952	4951.2
Nefh	40.9	40.7	35.3	42.9	41.9	27.4	27.8	48.4	41.6	28
Eif1	374.6	468.6	315.1	533	436.4	251	373.4	509.3	342.3	366
Apoa4	1796.7	1495.2	1632.7	3353.2	2229.4	1266.6	1227	1740.5	1766.7	2272.3
Hmgn1	728.8	824.1	569.6	920.6	845	460.7	666.4	993.2	530.6	661.3
B2m	1107	1180.7	813	1462.4	973.2	730.4	954.7	1329.6	865.8	817.1
Mpdz	56.7	28.1	27	57.9	34.7	17.9	31.5	56.5	22.1	26.2
Vim	4318.1	3550.7	1949.7	5508.9	2868.2	2551.8	2484.2	3568.7	2541.1	2489.8
Fas	75.2	63.5	65	86.9	69.5	42.8	47.1	73.6	56.6	58.3
Timm10	1240.8	1183.6	969.1	1583.2	1178.4	787.9	979	1361.8	916	1054.5
Hmgn5	5409	6100.7	4961.8	7242.1	6930.7	3329.1	5060	7937	3852.6	5757.9
Parp3	240.1	213.4	160.5	249.3	238.6	137.6	180.7	189.9	139.7	183.1
Ciapin1	1031.2	1135	836.8	1525.9	1628.1	660.7	920.3	1341.7	830.2	1197.2
Myl12b	1020.2	1089.5	805.9	1378	1134.7	679.3	844	1294.5	815.8	945
Ranbp3	110.2	127.8	90.2	125.2	102	66.2	76.4	108.1	82.8	119.7
Psme1	3604.9	3940.9	2749.4	4374.2	3795.8	2405.5	3205.6	4716.7	2717.5	3503.9
Raet1d	223.1	146.9	104.6	224.4	202.9	110.4	162.9	228.3	115.6	166
G3bp1	768.7	873.3	667.7	1026.7	852.6	493.9	711.3	948.4	636.4	782.4
Trappc3	219.9	163.6	138.8	181	139.6	101.5	120.2	177.2	119.9	167.3
Sdf4	135.3	126.3	108.4	154.6	112.7	72.9	101.5	152.5	99.6	97.6
Rangap1	552.4	490.1	424	561.3	577	318.6	429.1	524.2	390	481.7
Dnajc5	801.8	614.4	598.6	977.3	936.5	504.2	659.6	975.2	638.9	634
Ergic3	236.4	242	170.3	277.8	226.3	139.4	189.2	280.6	208.5	172
Cfi	82.6	69.2	76.9	110.9	79	48.2	71.4	87.9	69.5	63.5
Ngp	168.3	100.7	80.8	167.3	94.3	105.6	76.1	84	85.1	71.7
Stx2	107.1	117.1	90.2	146.2	117.5	72.8	65.6	119	83.9	96.1
Rapgef5	396.1	390	337.6	516.4	414.8	252.7	353.2	451.3	300.3	404.3
Myl6	4628.3	5079.9	3693.9	6125.3	4695.7	2921.5	3849.1	5787.2	3724.3	4119.9
Pdia3	21771.7	21471.2	15228	25283.4	17725.4	11922.9	15491.2	23278.1	16031.9	15128.1
Mroh6	312.3	323.1	197.8	504.3	256.3	144.7	291.7	530.8	198.1	227.7
Tmem179b	120.7	120	92.7	165.9	127.5	72.7	107.7	150.8	91.8	113.7
Akap13	326.5	358.9	277.9	461	387.7	191.1	293.1	378.4	258.6	332.5
Casp7	218.6	230	165.4	274.5	218.5	146.8	169	283.4	180.4	162.3
Fam114a2	980.7	1009	772.1	1267	1013.3	624	861	1325	787.6	852.3
Atp6v1e1	1312.8	1356.2	1071	1611.1	1244.2	809.2	1013.1	1555.8	996.8	1193.6
Tomm5	913.1	1006.2	735.8	1132.4	769.2	586	723.1	1089.1	733.5	719.6
Prkcsh	3774.1	3726.1	2842	4731.8	3793.3	2307.3	3082.8	4167.2	3012.1	3195.7
Hspe1	13043.5	11750.4	9096.9	16745.3	10290	6634.8	9606.5	14586	7305.7	8755.2
Selenos	132.4	128.2	111.2	175.8	137.4	90.1	106.1	170.1	98.8	114.3
Arpc5	2020.2	2096.2	1568.9	2503.7	2148	1375.2	1777.4	2523.6	1538.8	1830.9
Sf3b5	269.9	283.5	270.6	354.6	310.6	193.7	253.8	301.2	247.8	223.1
Mtpap	67.1	63.5	51.2	96.6	47.8	34.9	54.4	57	46.8	53.4
Zfyve1	136.4	113.1	100.8	162.1	121.7	80	107.6	132.3	96.1	100.3
PRSS1	67.3	54.5	37.9	89.6	61.9	39.9	64.7	112.1	49.3	40
Or13p10	237.2	214.5	190.8	299.9	198.5	133.2	154.5	273.7	176.2	204.7
Ubqln2	60.6	76.3	42.9	80.2	80.4	44.6	57.5	72.1	48	74.6
Lyar	874.7	983.1	717.3	1022	797.7	509.7	669.4	949.4	671.2	1018
Nherf1	4935.2	5452.8	4092.5	5961.3	5409.6	3295.9	4418	6388.6	3726.5	4788.7
Ddx3y	204.5	206.6	171.9	277.4	211	139.2	180.4	222.3	164.7	175.4
Lrrfip1	1892.1	2255.7	1508.7	2621.1	2453.5	1338.6	1790.6	2894.3	1663	1961.9
Fam162a	1123.2	1061.4	867.9	1359.4	1013.9	677.1	897.8	1324.2	786.3	881.2
Tbca	2251.2	2491.7	1821.5	3093.5	2754.2	1466.3	2042.8	3096.6	1703.3	2607.5
Hmox2	1192.8	1232.5	860.7	1421.9	1136	767.4	1010.6	1369	862.1	951
Pigr	2994.8	2768.1	2142.4	3199.6	2244.4	1728.8	2128.7	2604.6	1687.8	2047.5
Tpm3	1204.9	1231.9	857.2	1789.8	1225.1	736.9	1080	1605.7	841.1	1231.1
Nfib	298.3	300.7	260.6	336.3	309.8	200.4	313.2	276.7	240.6	285
Prorsd1	371.7	387.6	243.7	488	323.9	212.1	318	519.2	290.9	269.8
Cxadr	835.2	779.5	606.4	927.3	789.8	516.6	646.4	933.4	575.1	693
Itga1	1412	1356.4	1032.8	1749.7	1261.4	851.8	1115.6	1587	931.5	1083
Sumo3	511.3	567.2	416.8	664.5	530.4	335.7	450.7	662.3	418.8	476.2
Tmpo	1135.9	1330.7	900.7	1475.3	1099.9	776.4	990.3	1704	909.4	939.6
Pcyt1a	1299.2	1328.1	942.7	1576.8	1279.6	794.7	1050	1568.6	1022	1045.6
LUM	57.9	60.6	51.5	94.6	61.6	30.7	53.1	82	40.7	49.7
Ogfr	1742.6	1891.3	1331.2	2212.4	2017.8	1192.2	1509	2183.6	1297.2	1688.8
Ktn1	1119.5	1066.5	827.8	1275.5	1054.9	684	925.2	1211.9	841.6	907.1
Mmgt1	375.1	372.9	342.9	499.6	372	248	330.5	528.1	303.5	319.9
Rps19	8739.6	8075.5	6129.6	10785.1	7485.8	4719.6	6411.9	9905.3	5987.3	7144
Sec62	2130.1	1862.3	1564.4	2449.2	2658.9	1195.2	1602.7	2396.9	1664.6	1550.9
Stip1	8751.4	10369.1	7578.2	11339.3	9389	5797.4	8245.4	12426.1	7486	8113.2
Zyx	308.5	364.6	217.4	392.3	292.2	211.4	275.6	351.8	226.9	263.3
Tbc1d8b	257.9	267.4	208.4	306.3	283.7	168.9	224.8	215.5	209.7	250.4
H1-0	5142.4	5309.5	3495.7	5993.6	4154.7	3330.1	4872.8	6114.6	3681.1	3511.1
Khsrp	3864.3	4466.6	3331.8	5365.2	4501.4	2732.9	3678.4	5238.9	3281.2	3575.2
Ifi35	600.4	693.9	475.1	719.7	558.5	388.1	528.4	845.2	520.1	451.6
Hsbp1	233.7	257.2	184.9	329.7	262	123.2	199	311.6	190.6	253.8
Erbin	118.1	101.9	72.2	154.5	118.1	82.4	90.4	122.3	94.6	88.5
Chmp5	393.9	445.6	325.5	505.6	445.9	272.2	356.2	577.2	330.4	400.4
Ceacam1	1032.5	1022.1	743.6	1372.2	1091.7	708.4	884.7	1203.9	808.6	954.1
Plin3	1747	1876.2	1225.1	2116.2	1839.4	1082.8	1450.5	2348.5	1398.8	1633.5
Alyref2	170.2	162.6	119.8	201.1	171.9	93.7	111.1	192.1	132.9	156.3
Tspan9	264.6	277.3	204.1	351.9	236.4	162.2	228.5	313.6	203.8	254.8
Asap2	78.1	93.1	75.6	97.5	94.1	59	73.1	77.8	69.1	94.9
Vbp1	353.8	392.6	268	424.7	357	225.2	304.3	468.4	286.1	295.1
Serinc1	46	50.1	42.3	60.6	49	30.1	53.3	47.4	33.8	38.3
Hspd1	28086.4	26114.5	19017.6	37187.9	22694.6	16407.9	22531.5	32082.7	18740.4	17413.8
Itsn2	118.5	126.6	89.2	164.3	138.4	74	103.1	115.9	102.5	108.9
Prpf3	189.6	179	140.6	235.2	182.7	124.1	132.9	183.7	138.2	161.9
Rtn4	970.3	880.7	811.8	1182.8	1028.8	663	858.3	1045.3	657.2	866.3
Trafd1	103.5	89.9	69.4	126.5	95.3	64.7	76.4	102.2	63.9	78.6
Nasp	511.8	542	372.6	581.9	474.9	309.7	428.3	667.5	359.2	403.9
Cwc15	40.6	45.8	28.1	62.6	52.4	27.2	35.6	54.9	34.1	44.6
Ndufb8	1631.2	1562.1	1312	2189.5	1489.9	971.7	1330.1	1939.9	1222.8	1294.1
Fam107b	120.2	150.9	106.1	178.4	134.7	89	114.9	188.6	108.2	119.7
Larp4b	816.1	857.7	669.3	1000.4	877	561.3	735.4	894.1	647.1	758.6
Selenop	64.3	51.9	46.7	88.4	57.1	38.8	53	90.9	40.8	41.7
Ndufa4	3874.7	3760.3	2636.4	5389.7	2795.7	2367.2	3442.8	5697.8	2790	2344.5
Pacsin3	2408.6	2975.7	2120.4	3154.7	2713.7	1749.9	2326	3525	2087.1	2524.8
Usp4	26.2	23.7	18.5	19.1	18	14.6	16.4	20.9	16.9	19.6
Enpp3	900.9	812.8	656.6	1156.3	926.2	509.8	815.2	944.5	537.4	722.2
Ndufs6	1521.8	1422.9	1125.2	2203.6	1281.1	819	1178.2	1692.6	903.9	1134.5
Tomm20	674	704.2	583.4	868	648.7	443.9	596.7	920.3	576	523.1
Micos13	82.9	79.7	70	91.5	82.1	55.4	82.8	96.8	61.7	61.9
Stim1	811.3	808.3	665.7	1057.8	835.9	540.9	682.3	1059	660.7	710.1
Pfdn2	746	705	541.4	953.8	690.1	359.6	617.6	996.4	483	583.7
Pin4	612.5	677.1	499.4	781.7	575.5	335.9	520.7	871.8	499	490.7
Cr1l	771.2	797.3	598.4	893.2	769.9	503.3	640.2	873.2	584.5	712.7
Ppp4r2	289.3	264.7	297	352.2	298.6	199.6	228.7	315.1	228.3	251.4
Pdia6	7552.2	6187.2	4144.2	8693.8	5360.3	3511.4	5556.5	8321.4	4566.1	4427.3
Sra1	1278.4	1430.2	1006.3	1525.9	1460.2	879.6	1148.6	1642.6	1042.3	1325.3
Zc3h15	1655.1	1725.1	1226.1	1987.6	1716.7	1022	1338.4	1918.6	1321.9	1660.6
Pacsin2	2276.6	2890.7	1890.5	2970	2470.6	1566.5	2196.6	3394.2	1974.3	2247.1
Tpm4	1705.7	1523.3	979.1	2157.8	1312.7	962.7	1086.6	1787.9	995.4	1224.5
Cdc73	282.7	287.4	214.6	410.3	285.7	168.1	255.8	297.5	230.4	251.4
Tcf25	117.6	106.7	97.4	163.8	123.5	70.1	94.4	115.7	97.8	111.2
Pam16	1324.6	1294.5	971	1594.8	1193	780.5	1074.5	1639	877.4	1104.9
Mtfr1	135.7	152.5	122.1	195.2	143	86.2	127.1	173.9	111.6	128.6
Psap	1485	1315.4	1022.2	1655.7	1273.6	842.6	1142.2	1433.1	988.2	1200.1
H2ax	5502.3	5838.5	3831.9	7003.5	4125.6	3692.1	5091.4	7655.9	4043.1	3670.2
F2	2027.3	1758.1	1474.4	2743.7	1588.5	1101.9	1535.9	2231.5	1333.9	1453.9
Ftl1	1635.8	1408.3	870.4	1669.1	2058.9	973.4	1235.6	1317.4	1002	1226.2
Anp32a	3422.9	3942.4	2900.3	4302.2	3975	2403.9	3134.3	4577.3	2865.3	3572.9
Srrt	941.1	956.3	755.6	1129.6	935.2	572.6	812.7	1169.3	752.4	723.9
Sarnp	1626.1	1818.6	1319.2	1995.2	1651	1054.7	1477.3	2141.9	1272.9	1522.2
Tspan4	246.7	227.2	255.4	269.5	262.6	163.3	238.3	242.9	175.7	215.4
Yipf1	11.6	18	8.6	13.1	10	6.3	10.5	17.2	8.7	8.4
Tmod3	1933.9	2171.6	1535.5	2542.5	2033.5	1256.1	1651.7	2585.8	1623.3	1819.6
Ccdc90b	689.4	614	520.4	849.7	619	422.1	555.7	738	449.1	574.7
Lamp1	1168.3	1046.1	847.2	1368.5	1097.5	736.1	753.1	1076.1	886.5	1027.1
Eif4h	1751.3	1984	1496.4	2325.5	1955.7	1142.4	1539.9	2435.3	1483.8	1613.1
Tor1aip2	1248.6	1112.4	981.4	1595.7	1235.3	838	1101.6	1388.9	998.4	1056.6
Mug2	749.2	742.4	426.7	822.5	513.6	464.4	824	782.4	489.6	505.6
Cirbp	225.3	244.8	159	249.8	206.7	133.1	185.8	283.2	144.5	183.6
Sptan1	152.1	177.4	110.3	211.6	153.8	94	124.5	200.4	124.4	138.3
Gfpt1	58.8	49.3	44.5	69	71.4	38.4	51.2	45.8	71.4	66
Cyp2d9	1018.2	1389	1138.1	1391.5	1434.3	1283.3	1155.7	1146.3	1111.8	936.1
Svil	531.1	618.7	424.7	667.6	612	373.4	480.3	611.3	445.5	554.9
Slain2	164.1	174.1	126.6	192.9	155.5	102.6	140.9	225.9	128.8	181.9
Vapb	4629	4448.9	3550	5859.5	3691.5	2530.3	3320.8	5591.2	3335.3	3354.9
Ptma	976.8	1210.3	828	1177.2	1126.8	663.2	820.5	1268.8	799.8	896.4
Proz	238.5	241.5	153.2	291.6	210.4	149.8	197.2	274.6	195.9	173.6
H2-D1	29.3	22.1	16.9	25.5	18	14	13.6	20.3	12.6	19.5
Evl	191.1	94.2	50.2	173.1	73.6	101.8	76.9	155.5	57.1	67.7
Bccip	157.9	190.5	127.4	189.9	170.7	96.4	123.4	192.9	129.4	140.9
Cox17	535.9	451.4	351.2	658.1	417	246.8	376.1	591.4	308	362.1
Igkc	234.9	267.1	272.8	281	218.9	143.8	242.6	412.3	188	184.7
Fdx2	136.3	133.9	94.6	178.6	122.4	78.6	104.8	142.7	100.5	108.5
Mrpl17	403.3	381.8	290.7	532.1	354.9	243.1	319.7	460.2	287.3	303.2
Cast	2678	2821.4	2002	3195.4	2713.7	1537.9	2236.2	3173.6	2137.5	2701
Itprid2	776.5	827.9	682.8	976.5	927.7	544.2	687.3	879.1	610.6	764.4
Hmgb2	735.5	594.2	384.7	741.5	437.4	382.7	371	645.6	343.9	427.8
M6pr	2335.5	2031.9	1665.9	2699	2100.8	1198.8	1893.6	2546.9	1503.3	1905.6
Hmga1	169.7	193.5	148.7	195.9	153.1	92.7	154.7	192.5	130.9	141.6
Znf593	22.1	22.1	16.1	27.4	23.4	15.4	14.4	20.2	22.2	22.6
Kng1	837	863.8	584.2	1020	805.7	553.6	684.6	873.1	645.8	657.4
Hnrnpc	3850.1	3751.1	3411.6	4542.5	4004.3	2660.4	3607.4	3214.5	3161.2	3439.5
Crem	340.2	339.4	244.3	407.5	286.7	211.9	285.2	396.4	237.9	244.7
Nadk2	45.8	40.4	40.3	60	49.3	31.9	45.6	45.8	37.9	36.4
C2cd2l	682.9	589.9	492.5	719.1	626	407.8	504.9	734.2	479.4	556.4
Nucb1	4413	4218.6	3203.3	5246.4	4280	2780.1	3473.9	4521.1	3474.5	3965.5
H1-5	3251.4	2937.2	1920.2	4221	2062.4	1868.8	1986	3005.5	2004.8	2381.3
H2ac11	1659.4	1510.9	1011.4	2008	1173.7	1008.9	1262.5	1808.8	1048	1062.9
Anpep	3423.5	3595.5	2351.8	4049	3059.3	2245.7	3005.1	3951.5	2553.2	2747
Cox4i1	7376.8	7063.2	5425.4	10241	5973.4	4353.3	6166.1	9500.1	5311.3	4939.9
Fga	3566.9	3842.4	2447.8	4483.1	3333.7	2431.5	3308.3	3485.1	2910.2	2710.4
Cdh2	390.9	403.2	317.1	472.1	414.3	245	326.7	498	316.7	369.5
Ppm1g	941.6	1038.7	715.6	1160	1062.6	600.1	865.1	1368.1	743.4	988
Eef1d	3924.6	4531.8	3029.5	5108.3	4009.9	2547.8	3593.2	5658.2	3261.2	3551.6
Ech1	5264.4	5982	4340.3	6910.6	5079.7	3774.8	4709.8	7139	4281.9	4155.6
Necab1	128.2	148	110.8	165	136.4	92.5	121.3	144.8	124.4	106.3
Calu	2401	2338.6	1798.2	2808.1	2074.4	1336.8	1957.9	2841.4	1620.6	1742.5
Vamp2	114.7	93.5	84.3	108.8	101.3	62.3	74.6	113.8	79.6	90.8
Sorbs3	18.6	25.9	22.3	25.3	26	16.5	22.7	23.4	21.5	17.3
Cbx3	724.8	833.7	544.2	956.1	725.3	505.2	641.3	957.9	596.9	598.8
Ccnt2	112	113.2	79.7	140.4	111.4	76.8	100.9	119.7	89.3	104.6
Larp4	923.4	897.3	725.7	1205.8	953.7	616.5	845.6	1092.1	756.6	853.2
Ppp6r3	778.3	841.7	616.3	999.6	844.3	503.7	713	937.9	599.6	747.2
Ptms	2405	2848.3	2150.2	3260.5	2915.9	1754.7	2290.5	3345.9	2147.9	2517.7
Fnbp1l	376.3	386.3	264.2	474.5	411.5	262.7	301.2	440.7	296.7	368.5
Gm56451	367.1	356.5	262.3	471.3	365.3	252.1	300.1	407.9	284.9	305.1
Irs1	89.9	79.5	73.2	107.9	91.9	55.9	67.3	87.5	89.4	76.2
Fth1	359.1	325.6	173.8	390.7	524.9	215.3	312.6	317	206.1	303.4
Mphosph10	377.7	383.9	318.7	430.3	385.3	235.7	301.6	417.8	301.8	317
Ftsj3	23.6	28.5	22.7	39.7	25.8	24	22.5	25.9	30.2	20.4
Cd47	143.6	126.3	103.2	160.6	136.6	91.6	113.4	135	97.8	128.4
Ciao2a	49.9	50.1	46.8	65.3	55.5	34.2	48.8	64.9	44	52.1
Sgta	993.1	1201.6	860.3	1306.4	1106.5	673.4	978.7	1551.1	874	1035.7
Tlk1	37	44.8	27	49.6	42	29.1	37.2	34.8	31.8	46.6
Apoa5	605.6	548.2	457.8	771	669.1	381.7	544.3	681.5	500.5	590.8
Banf1	1138.2	1170.2	786.4	1371.4	1007.9	645.5	984.1	1401	815.8	922.6
Ankfy1	288.5	301.2	241.1	347.5	338.6	180.8	260.6	348.4	201.8	301.5
Atf7ip	95.1	135.9	82	151.6	122.9	95.9	92.4	121.2	101.5	91.9
Uqcc4	122.6	147.3	104.4	170	116.5	85.9	93.6	150.2	94.7	101.7
Snrpc	364.4	409.9	321.1	493.7	344.5	258.3	310.8	450.8	280.9	292.6
Mrrf	818.8	745.6	637.4	988.9	737.4	474.4	673.2	957.4	578.3	644.9
Insr	228.6	236.2	188.1	275.9	232.1	157.7	194.1	244.8	179.2	180.8
Cgn	4083.6	4806.4	3376.9	5750	4972.2	2974.2	3946.6	5640.4	3640.2	4129.3
Rnf185	79.6	89.2	58.4	100.4	74.8	44.5	73.8	126.9	65.9	57.3
Ndufa2	3930.8	4197.5	3467.6	5350.8	3586.1	2754.9	3766.4	5353.5	3154	2982.5
Psme2	2020	2144.1	1645.3	2327.3	2168.4	1349.7	1806.1	2493	1503.5	1805.7
Fam114a1	691.4	762.3	551.3	850.8	866.9	463.8	638.9	887.3	574	833.1
Cd82	473.3	437.9	361.7	484.9	413.8	286.8	373.5	520.4	294.3	386.3
Wwc1	62.6	72.1	59.6	81.1	67.1	46.4	51.8	65.5	56.7	61.4
Erp29	1035.1	1008.4	748.1	1358.5	919	611.4	810.8	1147.3	767.4	733.4
Eef1b	4533.3	5413.7	3873.4	5937.5	4750.9	2890.8	4219.1	6144.2	3891.6	4573.8
Rdh7	4334.8	6839	6376.1	6140	6341.4	6490	6524	4834.6	5185.7	4887.9
Eny2	539.2	610.8	461.4	698.2	587.9	384.1	515	680.7	434.9	570.3
Rdh16f2	163.4	253.1	239.5	189.5	235.9	162.5	241.4	231.1	168.2	184.9
Pank1	94.7	76.4	64.4	107.5	83.4	53.7	76	89.9	61.2	86.2
Dmd	111.4	116.2	107.3	131.9	126	78.2	102.7	109.3	100.1	96.1
Sil1	25	33.2	21	37.6	23.1	15.6	18.4	25	22.8	20.4
Nherf2	324.7	334.9	239.6	409.6	300.6	201	264.4	395.6	254.2	288.1
Ece1	978.7	1143.3	930.8	1365.7	1040.8	665.9	965	1287.2	850.4	940.7
H1-1	1739.5	1423.4	945.5	2068.5	1040.3	1006.9	933.6	1404.9	899.7	1037
Bcr	250.8	264.4	213.1	358.4	266.2	162.4	231.4	291.9	205.5	245.2
Ssr1	1591.9	1560.8	1211.2	1962.1	1489.4	912.3	1171.4	1873.6	1222	1417.8
Marcksl1	563.9	427.7	243.3	628.1	360.1	299.5	337.1	478.4	258.4	311.7
Ak3	6957.1	6761.1	4923.1	8277.9	5800.3	4253.4	5709.9	8606.9	4833.6	4942
Ubxn1	880.6	1030.5	749.8	1093.3	1022.3	618.9	787.1	1120.7	740.6	885.1
Gfer	1441.8	1247.1	1017.8	1744.6	1280.5	872.4	998.2	1413	1051.5	1326.5
Tor1aip1	1399.3	1343.6	1082.4	1774.3	1305.1	907.5	1187.3	1686.2	1034.7	1073.4
Nfu1	1481.8	1394.1	1064.4	1826.9	1313.7	884.7	1116.7	1629.6	1079	1153.9
Smagp	46.7	48.8	33.8	64.6	55.5	29.5	38.5	48.7	38.8	47.4
Cox6a1	129.8	133.3	116	161.3	123.2	88.1	119.6	141.7	107.9	120.9
Rbm10	274.9	348.1	252.3	343.6	331.5	187.4	267.6	427.4	234.1	288.3
Baiap2l1	227	275.9	230.7	348.3	308.5	180.5	244.6	260.1	231.5	242
A1BG	806.1	908.1	579.2	1261.9	779.9	489.2	853.9	1248.4	670.1	611.9
Sap18b	1084.7	1026.1	751.8	1357.1	889	660.9	939.3	1336.3	767.1	721.4
Canx	13880.1	12115.9	8457.2	16331.6	11420.1	6970.4	10301.1	14948.2	9386.4	9266.3
Alyref	913.4	818.2	621.2	949.5	854.7	545.2	698	942.3	637.3	710
Wasf2	836.5	877.4	641.8	1070.7	775	565.2	685.4	1099.9	619.5	723.8
Atraid	213.3	201.4	158.4	279.1	207	144.1	173.2	223.2	167.3	188.9
Ccdc47	3728.1	3634	2622.9	4603.2	3174.6	2258.9	3073.7	4343.4	2739	2666.5
Washc1	81.6	87.6	63.2	113.7	79.9	47.7	62.7	102.6	66.7	87.6
Snx2	2154.1	2368.4	1607.3	2655	2076.3	1516.7	1897	2444.6	1734.9	1746.6
Ahsg	1084	1136.6	1050.6	1447.8	973.7	689.3	1002.5	1501.1	822.2	928.2
Thtpa	240.9	283.7	199.2	303.3	262.6	164.9	222.1	336.9	205.9	233
Cox7c	1372.4	1427.3	996.8	1777.9	1075.1	919.9	1210.1	1862.3	1061.2	994.9
Gngt2	77	65.9	52.9	80.1	61.4	39.8	50.5	77.6	59.6	48.5
Safb	1586.9	1575.7	1135.9	1973	1482.2	974.2	1355.2	1882.3	1172.2	1312.1
Larp1b	278.5	308.2	252.6	357.8	294.4	189.6	268.2	351.6	226.4	291.2
	2044	2033.9	1705.8	2459.4	1841.9	1126.7	1492	2445.7	1629.9	1717.4
C8g	15.1	17.3	18.5	15.1	16.3	13.2	14.6	15.5	19.2	11.9
Cox7a2	1975.8	1777	1365.3	2803.8	1484	1100.2	1551.7	2429.9	1327.6	1299.8
Gadd45gip1	1223.5	1176.8	925.6	1523	1075.3	752.8	997.4	1348.2	874.3	1015.3
Coq9	2308.6	2331.1	1822.3	3002.3	2108.6	1410.6	1965.6	2975.4	1777.5	1993.9
MT1A	78	95	84.2	147.9	83.5	39.5	121	72.5	80.9	69.5
Cox6b1	6100.3	5404.6	4568.6	7711	4859.8	3472.1	4859.7	7216.2	4276.8	4227.3
Lima1	3628.2	4167.8	2899.1	4537.7	3720.5	2529.6	3408.5	4228.2	3041	3344.4
Ndufs5	3072.3	2618.1	2013	3782.5	2278.4	1541.5	2285.7	3712.6	1908	1916.4
Cp	118.6	137.5	199.9	172	247.3	113.5	127.4	121.4	151.3	112.2
Dctn2	1930.8	2197.5	1563.2	2501.2	2176.9	1356.1	1865.1	2561.3	1647.6	2002.6
Mien1	553.1	642.3	457.2	784	705	402.8	495.4	770.6	490.4	606.3
Vamp8	821.3	841.7	626	1024.2	844	520.8	635.4	1203.6	685.6	700.7
ALB	45713.8	48039.2	33112.5	75738	40470.8	22204	50343.8	70993.4	33612.6	35209.2
Timm9	534.8	539.1	407.3	702.7	449.2	331	450.6	638.2	411.9	404.9
Dnajb6	48.6	51	46.6	71.8	53	37.9	40.4	52.7	37	52.8
Ebna1bp2	271.6	333.7	226.8	348.7	309.4	176.5	259.4	368.4	237.5	258.5
Prxl2b	96.6	120	82.7	168.4	87.7	74.8	103.3	93.2	80.7	72.9
Nedd8	262.4	299.5	221.4	341.9	295.6	181.5	254.4	354.2	222.9	284.6
Hccs	52.5	52	42	73	54.9	37.2	49	52.4	53.6	41.9
Srr	82.6	75.6	77.6	97.3	92.8	56.1	76.7	78.1	76.6	93.5
HBA	1589.5	1807.7	1138.7	2325.7	1454.9	1055	1670.7	2627.5	1240.1	1274.6
Rwdd1	432.3	470.2	346	589.5	502.5	281.1	386.9	577.4	361.4	480.2
Cd2ap	341.5	351.6	253.8	419.1	365.4	241.7	303.7	401.3	276.9	312.7
Mrpl12	902.1	911.8	705.4	1118.7	798.8	559.8	733.8	970.6	697.5	767.1
Erp44	2696.3	2814.2	1753.3	3137.3	2386	1717.9	2378.6	3448.4	2159.3	1866.6
Chchd3	6057.8	5358.1	4212.7	7555.3	4982.7	3462.6	4579.8	6641	3744.2	4407.2
Uqcc3	374.9	350.9	216	397.1	273	235.1	298.6	430.1	248.2	245
Glrx5	2451.4	2443.7	1724.1	3354.9	1956.4	1355.8	1577.2	2603	2055.7	1794.7
Ndrg2	6060	6456.5	5105.4	7357.8	6191.3	3730.4	5581.3	8245.8	4806.2	5836.1
	97.8	108.3	71.3	128.9	98.3	55.9	90.9	129.8	77.7	78.9
Foxo3	194.7	230	174.4	248.6	193.5	141.8	169.8	309.1	166.7	182.7
Ehd4	33.4	28.7	22.5	36.5	32.3	21.1	26.2	35.4	26.1	20.7
Dnajc2	198.7	230.1	172.2	239.1	219.8	133.1	177.7	226.4	166.4	260.9
Tpd52l2	1498.4	1596.6	1228.3	1772	1627.5	1001	1359.4	1965.7	1192.3	1523.5
Ppp1r12a	236.5	246.5	191.2	287.3	275.5	166.1	216	293.2	182.9	252
Pdhx	1934.9	2030.2	1436.1	2484.7	1823.2	1352	1691.8	2356.4	1555.6	1430.3
Serbp1	6606	7349	5397.2	8641.9	7397.3	4327.2	5919.6	8437.6	5631.7	7002.9
Emd	470.3	565.1	402.3	596.2	548	338.9	452.8	672	403.7	500
Mrpl50	292.2	302.8	233.1	396.9	290.5	203.7	254.9	332	238.3	266.2
Ndufb1	638.4	620.9	513.7	812.4	561.7	418.2	526.3	755.2	443.7	496.1
Isca2	270.5	249.9	202	342.8	239.2	152.4	194.8	278.1	198.1	208.3
